sale_date,product_id,store_id,region,real_manager_name,manager_key,manager_masked,qty_sold,qty_ordered,projected_inventory_on_hand,inventory_health_status
2025-12-20,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,37,0,244,Healthy
2025-12-21,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,26,0,218,Healthy
2025-12-22,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,36,0,182,Healthy
2025-12-23,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,37,0,145,Healthy
2025-12-24,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,37,0,108,Healthy
2025-12-25,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,34,0,74,Healthy
2025-12-26,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,39,0,35,Healthy
2025-12-27,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,33,0,2,Risk
2025-12-28,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,32,0,-30,Stockout
2025-12-29,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,49,500,421,Healthy
2025-12-30,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,48,0,373,Healthy
2025-12-31,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,24,0,349,Healthy
2026-01-01,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,40,0,309,Healthy
2026-01-02,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,28,0,281,Healthy
2026-01-03,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,27,0,254,Healthy
2026-01-04,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,38,0,216,Healthy
2026-01-05,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,40,0,176,Healthy
2026-01-06,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,39,0,137,Healthy
2026-01-07,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,24,0,113,Healthy
2026-01-08,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,32,1000,1081,Healthy
2026-01-09,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,30,0,1051,Healthy
2026-01-10,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,36,0,1015,Healthy
2026-01-11,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,49,0,966,Healthy
2026-01-12,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,44,0,922,Healthy
2026-01-13,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,45,0,877,Healthy
2026-01-14,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,26,0,851,Healthy
2026-01-15,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,40,0,811,Healthy
2026-01-16,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,42,0,769,Healthy
2026-01-17,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,28,0,741,Healthy
2026-01-18,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,22,0,719,Healthy
2026-01-19,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,31,0,688,Healthy
2026-01-20,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,24,0,664,Healthy
2026-01-21,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,18,0,646,Healthy
2026-01-22,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,21,0,625,Healthy
2026-01-23,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,22,0,603,Healthy
2026-01-24,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,25,0,578,Healthy
2026-01-25,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,20,0,558,Healthy
2026-01-26,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,32,0,526,Healthy
2026-01-27,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,29,0,497,Healthy
2026-01-28,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,15,1000,1482,Healthy
2026-01-29,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,21,0,1461,Healthy
2026-01-30,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,12,0,1449,Healthy
2026-01-31,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,24,0,1425,Healthy
2026-02-01,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,22,0,1403,Healthy
2026-02-02,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,29,0,1374,Healthy
2026-02-03,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,33,0,1341,Healthy
2026-02-04,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,15,0,1326,Healthy
2026-02-05,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,20,1000,2306,Healthy
2026-02-06,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,26,0,2280,Healthy
2026-02-07,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,22,0,2258,Healthy
2026-02-08,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,25,0,2233,Healthy
2026-02-09,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,24,0,2209,Healthy
2026-02-10,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,34,0,2175,Healthy
2026-02-11,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,26,0,2149,Healthy
2026-02-12,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,24,0,2125,Healthy
2026-02-13,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,18,0,2107,Healthy
2026-02-14,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,20,0,2087,Healthy
2026-02-15,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,26,500,2561,Healthy
2026-02-16,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,26,0,2535,Healthy
2026-02-17,19,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,28,0,2507,Healthy
2025-12-20,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,52,0,903,Healthy
2025-12-21,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,43,0,860,Healthy
2025-12-22,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,47,0,813,Healthy
2025-12-23,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,43,0,770,Healthy
2025-12-24,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,33,0,737,Healthy
2025-12-25,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,32,0,705,Healthy
2025-12-26,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,41,0,664,Healthy
2025-12-27,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,41,100,723,Healthy
2025-12-28,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,45,0,678,Healthy
2025-12-29,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,47,0,631,Healthy
2025-12-30,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,51,0,580,Healthy
2025-12-31,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,32,0,548,Healthy
2026-01-01,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,32,0,516,Healthy
2026-01-02,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,31,0,485,Healthy
2026-01-03,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,44,0,441,Healthy
2026-01-04,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,41,0,400,Healthy
2026-01-05,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,45,0,355,Healthy
2026-01-06,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,37,1000,1318,Healthy
2026-01-07,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,29,0,1289,Healthy
2026-01-08,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,37,0,1252,Healthy
2026-01-09,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,25,0,1227,Healthy
2026-01-10,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,36,0,1191,Healthy
2026-01-11,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,40,0,1151,Healthy
2026-01-12,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,51,0,1100,Healthy
2026-01-13,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,75,0,1025,Healthy
2026-01-14,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,24,0,1001,Healthy
2026-01-15,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,27,0,974,Healthy
2026-01-16,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,30,0,944,Healthy
2026-01-17,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,38,0,906,Healthy
2026-01-18,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,36,0,870,Healthy
2026-01-19,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,26,0,844,Healthy
2026-01-20,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,40,0,804,Healthy
2026-01-21,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,16,0,788,Healthy
2026-01-22,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,26,0,762,Healthy
2026-01-23,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,22,0,740,Healthy
2026-01-24,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,28,0,712,Healthy
2026-01-25,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,38,0,674,Healthy
2026-01-26,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,28,0,646,Healthy
2026-01-27,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,30,0,616,Healthy
2026-01-28,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,25,500,1091,Healthy
2026-01-29,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,24,0,1067,Healthy
2026-01-30,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,17,200,1250,Healthy
2026-01-31,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,37,0,1213,Healthy
2026-02-01,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,35,0,1178,Healthy
2026-02-02,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,31,0,1147,Healthy
2026-02-03,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,26,0,1121,Healthy
2026-02-04,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,25,0,1096,Healthy
2026-02-05,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,26,0,1070,Healthy
2026-02-06,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,36,0,1034,Healthy
2026-02-07,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,21,0,1013,Healthy
2026-02-08,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,39,0,974,Healthy
2026-02-09,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,31,0,943,Healthy
2026-02-10,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,30,0,913,Healthy
2026-02-11,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,26,0,887,Healthy
2026-02-12,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,23,0,864,Healthy
2026-02-13,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,28,0,836,Healthy
2026-02-14,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,19,100,917,Healthy
2026-02-15,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,28,0,889,Healthy
2026-02-16,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,26,0,863,Healthy
2026-02-17,20,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,36,0,827,Healthy
2025-12-20,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,59,0,1053,Healthy
2025-12-21,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,55,0,998,Healthy
2025-12-22,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,56,0,942,Healthy
2025-12-23,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,64,0,878,Healthy
2025-12-24,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,49,1000,1829,Healthy
2025-12-25,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,49,0,1780,Healthy
2025-12-26,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,44,0,1736,Healthy
2025-12-27,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,57,0,1679,Healthy
2025-12-28,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,62,0,1617,Healthy
2025-12-29,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,59,0,1558,Healthy
2025-12-30,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,67,0,1491,Healthy
2025-12-31,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,32,0,1459,Healthy
2026-01-01,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,46,0,1413,Healthy
2026-01-02,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,44,0,1369,Healthy
2026-01-03,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,50,0,1319,Healthy
2026-01-04,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,57,0,1262,Healthy
2026-01-05,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,56,0,1206,Healthy
2026-01-06,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,44,0,1162,Healthy
2026-01-07,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,56,0,1106,Healthy
2026-01-08,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,49,0,1057,Healthy
2026-01-09,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,51,0,1006,Healthy
2026-01-10,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,54,0,952,Healthy
2026-01-11,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,52,0,900,Healthy
2026-01-12,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,55,0,845,Healthy
2026-01-13,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,74,0,771,Healthy
2026-01-14,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,51,0,720,Healthy
2026-01-15,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,42,0,678,Healthy
2026-01-16,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,44,1000,1634,Healthy
2026-01-17,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,66,0,1568,Healthy
2026-01-18,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,45,100,1623,Healthy
2026-01-19,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,49,0,1574,Healthy
2026-01-20,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,44,0,1530,Healthy
2026-01-21,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,24,0,1506,Healthy
2026-01-22,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,31,0,1475,Healthy
2026-01-23,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,37,0,1438,Healthy
2026-01-24,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,26,0,1412,Healthy
2026-01-25,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,54,0,1358,Healthy
2026-01-26,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,42,0,1316,Healthy
2026-01-27,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,49,0,1267,Healthy
2026-01-28,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,31,0,1236,Healthy
2026-01-29,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,34,0,1202,Healthy
2026-01-30,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,45,0,1157,Healthy
2026-01-31,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,46,0,1111,Healthy
2026-02-01,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,34,0,1077,Healthy
2026-02-02,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,52,0,1025,Healthy
2026-02-03,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,46,0,979,Healthy
2026-02-04,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,35,0,944,Healthy
2026-02-05,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,35,0,909,Healthy
2026-02-06,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,35,200,1074,Healthy
2026-02-07,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,40,0,1034,Healthy
2026-02-08,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,40,0,994,Healthy
2026-02-09,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,31,0,963,Healthy
2026-02-10,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,53,0,910,Healthy
2026-02-11,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,34,0,876,Healthy
2026-02-12,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,48,0,828,Healthy
2026-02-13,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,37,1000,1791,Healthy
2026-02-14,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,49,0,1742,Healthy
2026-02-15,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,40,0,1702,Healthy
2026-02-16,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,49,0,1653,Healthy
2026-02-17,24,7,West,Hannah Gavinson,4f111484ebbdc98faef41ecc0301affb,H***,49,0,1604,Healthy
2025-12-20,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,74,0,693,Healthy
2025-12-21,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,48,0,645,Healthy
2025-12-22,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,78,0,567,Healthy
2025-12-23,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,85,0,482,Healthy
2025-12-24,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,48,0,434,Healthy
2025-12-25,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,53,0,381,Healthy
2025-12-26,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,60,0,321,Healthy
2025-12-27,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,58,200,463,Healthy
2025-12-28,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,69,0,394,Healthy
2025-12-29,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,67,0,327,Healthy
2025-12-30,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,60,0,267,Healthy
2025-12-31,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,55,0,212,Healthy
2026-01-01,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,69,0,143,Healthy
2026-01-02,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,70,0,73,Healthy
2026-01-03,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,68,0,5,Risk
2026-01-04,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,67,0,-62,Stockout
2026-01-05,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,81,0,-143,Stockout
2026-01-06,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,77,0,-220,Stockout
2026-01-07,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,50,0,-270,Stockout
2026-01-08,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,53,500,177,Healthy
2026-01-09,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,49,0,128,Healthy
2026-01-10,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,58,0,70,Healthy
2026-01-11,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,53,0,17,Healthy
2026-01-12,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,77,0,-60,Stockout
2026-01-13,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,79,0,-139,Stockout
2026-01-14,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,46,0,-185,Stockout
2026-01-15,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,56,0,-241,Stockout
2026-01-16,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,50,0,-291,Stockout
2026-01-17,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,63,0,-354,Stockout
2026-01-18,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,40,0,-394,Stockout
2026-01-19,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,38,0,-432,Stockout
2026-01-20,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,39,0,-471,Stockout
2026-01-21,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,28,0,-499,Stockout
2026-01-22,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,41,0,-540,Stockout
2026-01-23,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,36,0,-576,Stockout
2026-01-24,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,32,0,-608,Stockout
2026-01-25,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,33,0,-641,Stockout
2026-01-26,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,53,100,-594,Stockout
2026-01-27,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,56,0,-650,Stockout
2026-01-28,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,42,0,-692,Stockout
2026-01-29,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,45,0,-737,Stockout
2026-01-30,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,53,0,-790,Stockout
2026-01-31,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,48,0,-838,Stockout
2026-02-01,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,34,0,-872,Stockout
2026-02-02,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,43,0,-915,Stockout
2026-02-03,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,43,0,-958,Stockout
2026-02-04,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,41,0,-999,Stockout
2026-02-05,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,43,500,-542,Stockout
2026-02-06,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,44,0,-586,Stockout
2026-02-07,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,50,0,-636,Stockout
2026-02-08,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,39,0,-675,Stockout
2026-02-09,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,48,0,-723,Stockout
2026-02-10,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,47,0,-770,Stockout
2026-02-11,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,34,0,-804,Stockout
2026-02-12,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,30,0,-834,Stockout
2026-02-13,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,45,0,-879,Stockout
2026-02-14,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,42,0,-921,Stockout
2026-02-15,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,51,0,-972,Stockout
2026-02-16,26,10,North,Christian Bauer,a0be799c0ed336c305dd863bdbdff013,C***,49,0,-1021,Stockout
